tanggal,id_karyawan,nama_karyawan,jam_masuk,jam_jadwal,terlambat,cuaca,hari
2024-02-28,12,Karyawan_12,08:32,08:00,1,Hujan,Wednesday
2024-07-08,3,Karyawan_3,07:59,08:00,0,Hujan,Monday
2024-02-07,11,Karyawan_11,08:39,08:00,1,Berawan,Wednesday
2024-03-06,11,Karyawan_11,08:58,08:00,1,Berawan,Wednesday
2024-06-17,14,Karyawan_14,08:57,08:00,1,Cerah,Monday
2024-07-20,7,Karyawan_7,08:10,08:00,1,Hujan,Saturday
2024-05-23,2,Karyawan_2,08:25,08:00,1,Cerah,Thursday
2024-11-08,15,Karyawan_15,08:45,08:00,1,Hujan,Friday
2024-08-06,15,Karyawan_15,08:36,08:00,1,Cerah,Tuesday
2024-08-02,11,Karyawan_11,08:50,08:00,1,Cerah,Friday
2024-01-10,13,Karyawan_13,08:22,08:00,1,Berawan,Wednesday
2024-05-27,18,Karyawan_18,08:44,08:00,1,Cerah,Monday
2024-01-13,8,Karyawan_8,08:33,08:00,1,Hujan,Saturday
2024-09-04,5,Karyawan_5,08:49,08:00,1,Berawan,Wednesday
2024-11-22,19,Karyawan_19,08:39,08:00,1,Hujan,Friday
2024-04-08,4,Karyawan_4,08:19,08:00,1,Berawan,Monday
2024-10-19,17,Karyawan_17,08:14,08:00,1,Cerah,Saturday
2024-03-17,8,Karyawan_8,08:45,08:00,1,Cerah,Sunday
2024-02-16,17,Karyawan_17,08:24,08:00,1,Cerah,Friday
2024-09-20,19,Karyawan_19,08:09,08:00,1,Hujan,Friday
2024-07-02,8,Karyawan_8,08:06,08:00,1,Cerah,Tuesday
2024-07-29,13,Karyawan_13,08:11,08:00,1,Hujan,Monday
2024-07-20,12,Karyawan_12,08:39,08:00,1,Cerah,Saturday
2024-07-21,18,Karyawan_18,08:57,08:00,1,Berawan,Sunday
2024-01-13,9,Karyawan_9,08:13,08:00,1,Hujan,Saturday
2024-08-30,8,Karyawan_8,08:11,08:00,1,Berawan,Friday
2024-04-22,6,Karyawan_6,08:02,08:00,0,Cerah,Monday
2024-06-02,19,Karyawan_19,08:09,08:00,1,Hujan,Sunday
2024-06-16,11,Karyawan_11,08:45,08:00,1,Cerah,Sunday
2024-04-20,2,Karyawan_2,07:52,08:00,0,Berawan,Saturday
2024-06-06,10,Karyawan_10,08:31,08:00,1,Hujan,Thursday
2024-07-04,1,Karyawan_1,08:40,08:00,1,Hujan,Thursday
2024-05-03,19,Karyawan_19,08:16,08:00,1,Berawan,Friday
2024-03-27,3,Karyawan_3,08:31,08:00,1,Berawan,Wednesday
2024-07-28,17,Karyawan_17,07:50,08:00,0,Cerah,Sunday
2024-02-29,20,Karyawan_20,08:52,08:00,1,Hujan,Thursday
2024-02-05,15,Karyawan_15,08:32,08:00,1,Berawan,Monday
2024-07-31,14,Karyawan_14,08:21,08:00,1,Berawan,Wednesday
2024-11-28,7,Karyawan_7,08:39,08:00,1,Berawan,Thursday
2024-09-23,16,Karyawan_16,08:21,08:00,1,Berawan,Monday
2024-09-24,13,Karyawan_13,08:06,08:00,1,Hujan,Tuesday
2024-07-28,11,Karyawan_11,08:34,08:00,1,Cerah,Sunday
2024-09-28,12,Karyawan_12,08:00,08:00,0,Cerah,Saturday
2024-01-10,19,Karyawan_19,08:00,08:00,0,Hujan,Wednesday
2024-12-12,6,Karyawan_6,08:26,08:00,1,Berawan,Thursday
2024-08-03,7,Karyawan_7,08:15,08:00,1,Hujan,Saturday
2024-06-10,13,Karyawan_13,08:36,08:00,1,Hujan,Monday
2024-03-15,14,Karyawan_14,07:53,08:00,0,Berawan,Friday
2024-02-11,12,Karyawan_12,08:34,08:00,1,Hujan,Sunday
2024-11-19,17,Karyawan_17,08:29,08:00,1,Hujan,Tuesday
2024-05-13,14,Karyawan_14,08:49,08:00,1,Hujan,Monday
2024-06-05,11,Karyawan_11,08:46,08:00,1,Hujan,Wednesday
2024-01-04,13,Karyawan_13,07:53,08:00,0,Berawan,Thursday
2024-04-12,20,Karyawan_20,08:32,08:00,1,Cerah,Friday
2024-05-26,15,Karyawan_15,08:31,08:00,1,Cerah,Sunday
2024-10-19,15,Karyawan_15,08:10,08:00,1,Berawan,Saturday
2024-03-27,13,Karyawan_13,07:58,08:00,0,Hujan,Wednesday
2024-07-08,15,Karyawan_15,08:29,08:00,1,Berawan,Monday
2024-09-11,19,Karyawan_19,08:58,08:00,1,Cerah,Wednesday
2024-06-25,17,Karyawan_17,07:53,08:00,0,Berawan,Tuesday
2024-08-13,17,Karyawan_17,07:53,08:00,0,Hujan,Tuesday
2024-05-03,16,Karyawan_16,08:07,08:00,1,Berawan,Friday
2024-06-23,6,Karyawan_6,08:18,08:00,1,Cerah,Sunday
2024-03-07,10,Karyawan_10,08:44,08:00,1,Berawan,Thursday
2024-08-13,1,Karyawan_1,08:22,08:00,1,Hujan,Tuesday
2024-02-28,18,Karyawan_18,08:01,08:00,0,Cerah,Wednesday
2024-02-16,7,Karyawan_7,08:34,08:00,1,Hujan,Friday
2024-05-26,11,Karyawan_11,08:48,08:00,1,Hujan,Sunday
2024-10-02,18,Karyawan_18,08:02,08:00,0,Hujan,Wednesday
2024-10-02,19,Karyawan_19,08:26,08:00,1,Hujan,Wednesday
2024-03-27,15,Karyawan_15,08:01,08:00,0,Berawan,Wednesday
2024-08-12,19,Karyawan_19,07:59,08:00,0,Hujan,Monday
2024-05-31,18,Karyawan_18,08:09,08:00,1,Hujan,Friday
2024-10-03,13,Karyawan_13,08:47,08:00,1,Hujan,Thursday
2024-03-22,8,Karyawan_8,08:11,08:00,1,Berawan,Friday
2024-02-09,8,Karyawan_8,08:19,08:00,1,Berawan,Friday
2024-09-19,6,Karyawan_6,08:28,08:00,1,Hujan,Thursday
2024-12-24,20,Karyawan_20,07:59,08:00,0,Hujan,Tuesday
2024-06-17,6,Karyawan_6,08:31,08:00,1,Hujan,Monday
2024-06-05,6,Karyawan_6,08:31,08:00,1,Hujan,Wednesday
2024-07-22,15,Karyawan_15,08:16,08:00,1,Cerah,Monday
2024-07-11,15,Karyawan_15,08:56,08:00,1,Hujan,Thursday
2024-04-24,10,Karyawan_10,08:50,08:00,1,Berawan,Wednesday
2024-09-09,16,Karyawan_16,08:52,08:00,1,Berawan,Monday
2024-09-14,8,Karyawan_8,08:13,08:00,1,Berawan,Saturday
2024-08-22,1,Karyawan_1,08:26,08:00,1,Hujan,Thursday
2024-12-06,1,Karyawan_1,08:36,08:00,1,Hujan,Friday
2024-10-02,5,Karyawan_5,08:59,08:00,1,Hujan,Wednesday
2024-04-14,2,Karyawan_2,08:28,08:00,1,Hujan,Sunday
2024-06-05,5,Karyawan_5,08:04,08:00,0,Cerah,Wednesday
2024-01-04,1,Karyawan_1,08:40,08:00,1,Hujan,Thursday
2024-05-19,12,Karyawan_12,08:54,08:00,1,Cerah,Sunday
2024-11-17,7,Karyawan_7,08:20,08:00,1,Cerah,Sunday
2024-10-29,12,Karyawan_12,07:53,08:00,0,Cerah,Tuesday
2024-07-31,19,Karyawan_19,08:51,08:00,1,Hujan,Wednesday
2024-04-22,4,Karyawan_4,08:04,08:00,0,Hujan,Monday
2024-03-17,5,Karyawan_5,07:51,08:00,0,Hujan,Sunday
2024-02-20,10,Karyawan_10,08:04,08:00,0,Berawan,Tuesday
2024-04-11,16,Karyawan_16,08:52,08:00,1,Berawan,Thursday
2024-10-12,16,Karyawan_16,08:08,08:00,1,Hujan,Saturday
2024-09-14,6,Karyawan_6,08:08,08:00,1,Hujan,Saturday
2024-02-13,20,Karyawan_20,07:57,08:00,0,Hujan,Tuesday
2024-01-14,1,Karyawan_1,08:08,08:00,1,Cerah,Sunday
2024-12-24,11,Karyawan_11,08:41,08:00,1,Berawan,Tuesday
2024-05-07,1,Karyawan_1,08:09,08:00,1,Cerah,Tuesday
2024-08-17,14,Karyawan_14,08:17,08:00,1,Hujan,Saturday
2024-10-02,19,Karyawan_19,08:28,08:00,1,Berawan,Wednesday
2024-08-02,15,Karyawan_15,08:30,08:00,1,Berawan,Friday
2024-04-23,19,Karyawan_19,08:24,08:00,1,Cerah,Tuesday
2024-06-17,13,Karyawan_13,08:01,08:00,0,Hujan,Monday
2024-08-10,5,Karyawan_5,08:10,08:00,1,Hujan,Saturday
2024-07-25,16,Karyawan_16,08:54,08:00,1,Hujan,Thursday
2024-02-11,9,Karyawan_9,08:01,08:00,0,Hujan,Sunday
2024-08-30,7,Karyawan_7,07:52,08:00,0,Berawan,Friday
2024-07-26,16,Karyawan_16,08:37,08:00,1,Berawan,Friday
2024-11-08,8,Karyawan_8,08:24,08:00,1,Cerah,Friday
2024-01-16,18,Karyawan_18,07:51,08:00,0,Cerah,Tuesday
2024-12-23,1,Karyawan_1,08:07,08:00,1,Berawan,Monday
2024-12-12,10,Karyawan_10,08:36,08:00,1,Hujan,Thursday
2024-01-18,15,Karyawan_15,08:24,08:00,1,Berawan,Thursday
2024-08-01,17,Karyawan_17,07:58,08:00,0,Cerah,Thursday
2024-02-12,20,Karyawan_20,08:00,08:00,0,Cerah,Monday
2024-12-20,10,Karyawan_10,08:12,08:00,1,Berawan,Friday
2024-02-27,17,Karyawan_17,07:54,08:00,0,Berawan,Tuesday
2024-12-12,13,Karyawan_13,08:48,08:00,1,Berawan,Thursday
2024-12-15,7,Karyawan_7,07:50,08:00,0,Berawan,Sunday
2024-06-06,2,Karyawan_2,08:49,08:00,1,Berawan,Thursday
2024-10-27,11,Karyawan_11,08:20,08:00,1,Cerah,Sunday
2024-01-20,8,Karyawan_8,08:37,08:00,1,Cerah,Saturday
2024-03-25,6,Karyawan_6,08:00,08:00,0,Cerah,Monday
2024-07-26,12,Karyawan_12,08:10,08:00,1,Berawan,Friday
2024-04-09,4,Karyawan_4,07:52,08:00,0,Hujan,Tuesday
2024-04-17,12,Karyawan_12,08:59,08:00,1,Cerah,Wednesday
2024-09-28,17,Karyawan_17,08:41,08:00,1,Berawan,Saturday
2024-02-28,12,Karyawan_12,07:55,08:00,0,Cerah,Wednesday
2024-09-18,6,Karyawan_6,08:56,08:00,1,Hujan,Wednesday
2024-09-03,16,Karyawan_16,08:12,08:00,1,Hujan,Tuesday
2024-11-07,16,Karyawan_16,08:31,08:00,1,Berawan,Thursday
2024-02-02,8,Karyawan_8,08:03,08:00,0,Berawan,Friday
2024-12-17,7,Karyawan_7,08:00,08:00,0,Berawan,Tuesday
2024-11-10,17,Karyawan_17,08:04,08:00,0,Hujan,Sunday
2024-05-18,10,Karyawan_10,07:50,08:00,0,Berawan,Saturday
2024-07-30,18,Karyawan_18,08:23,08:00,1,Berawan,Tuesday
2024-03-26,20,Karyawan_20,08:18,08:00,1,Berawan,Tuesday
2024-07-29,7,Karyawan_7,08:10,08:00,1,Hujan,Monday
2024-03-03,18,Karyawan_18,07:55,08:00,0,Hujan,Sunday
2024-11-10,7,Karyawan_7,08:36,08:00,1,Berawan,Sunday
2024-07-05,11,Karyawan_11,08:27,08:00,1,Berawan,Friday
2024-02-12,14,Karyawan_14,08:24,08:00,1,Berawan,Monday
2024-03-18,4,Karyawan_4,08:10,08:00,1,Hujan,Monday
2024-12-16,2,Karyawan_2,08:26,08:00,1,Cerah,Monday
2024-03-23,6,Karyawan_6,08:16,08:00,1,Berawan,Saturday
2024-08-06,16,Karyawan_16,08:17,08:00,1,Berawan,Tuesday
2024-09-14,12,Karyawan_12,08:20,08:00,1,Hujan,Saturday
2024-02-06,9,Karyawan_9,08:40,08:00,1,Berawan,Tuesday
2024-11-02,4,Karyawan_4,08:58,08:00,1,Berawan,Saturday
2024-05-11,4,Karyawan_4,08:24,08:00,1,Berawan,Saturday
2024-12-07,10,Karyawan_10,08:29,08:00,1,Hujan,Saturday
2024-09-22,11,Karyawan_11,08:56,08:00,1,Cerah,Sunday
2024-05-20,3,Karyawan_3,08:29,08:00,1,Hujan,Monday
2024-10-16,10,Karyawan_10,08:13,08:00,1,Cerah,Wednesday
2024-05-06,18,Karyawan_18,08:43,08:00,1,Hujan,Monday
2024-11-19,9,Karyawan_9,08:26,08:00,1,Berawan,Tuesday
2024-08-24,19,Karyawan_19,08:17,08:00,1,Hujan,Saturday
2024-09-19,3,Karyawan_3,08:45,08:00,1,Hujan,Thursday
2024-07-01,17,Karyawan_17,08:02,08:00,0,Hujan,Monday
2024-04-18,1,Karyawan_1,08:24,08:00,1,Cerah,Thursday
2024-10-16,3,Karyawan_3,08:15,08:00,1,Cerah,Wednesday
2024-08-15,13,Karyawan_13,08:00,08:00,0,Berawan,Thursday
2024-10-02,10,Karyawan_10,08:50,08:00,1,Cerah,Wednesday
2024-09-03,3,Karyawan_3,08:31,08:00,1,Cerah,Tuesday
2024-03-20,7,Karyawan_7,08:08,08:00,1,Berawan,Wednesday
2024-11-20,18,Karyawan_18,08:09,08:00,1,Hujan,Wednesday
2024-05-31,13,Karyawan_13,08:53,08:00,1,Cerah,Friday
2024-05-03,15,Karyawan_15,08:26,08:00,1,Hujan,Friday
2024-11-16,13,Karyawan_13,08:33,08:00,1,Berawan,Saturday
2024-06-04,1,Karyawan_1,08:20,08:00,1,Cerah,Tuesday
2024-02-12,3,Karyawan_3,08:00,08:00,0,Berawan,Monday
2024-05-22,13,Karyawan_13,08:33,08:00,1,Cerah,Wednesday
2024-09-19,19,Karyawan_19,08:00,08:00,0,Berawan,Thursday
2024-02-03,1,Karyawan_1,07:53,08:00,0,Hujan,Saturday
2024-05-28,14,Karyawan_14,08:41,08:00,1,Berawan,Tuesday
2024-11-04,3,Karyawan_3,08:57,08:00,1,Berawan,Monday
2024-09-18,17,Karyawan_17,08:51,08:00,1,Hujan,Wednesday
2024-03-28,20,Karyawan_20,08:33,08:00,1,Hujan,Thursday
2024-10-21,1,Karyawan_1,08:57,08:00,1,Hujan,Monday
2024-03-18,18,Karyawan_18,08:44,08:00,1,Hujan,Monday
2024-11-29,2,Karyawan_2,08:37,08:00,1,Cerah,Friday
2024-01-20,8,Karyawan_8,07:59,08:00,0,Berawan,Saturday
2024-09-25,15,Karyawan_15,07:59,08:00,0,Hujan,Wednesday
2024-02-19,17,Karyawan_17,08:17,08:00,1,Cerah,Monday
2024-09-16,8,Karyawan_8,07:58,08:00,0,Hujan,Monday
2024-01-20,20,Karyawan_20,08:23,08:00,1,Cerah,Saturday
2024-01-27,11,Karyawan_11,08:20,08:00,1,Cerah,Saturday
2024-12-02,14,Karyawan_14,08:37,08:00,1,Cerah,Monday
2024-10-30,11,Karyawan_11,08:54,08:00,1,Berawan,Wednesday
2024-02-19,7,Karyawan_7,08:41,08:00,1,Cerah,Monday
2024-06-06,16,Karyawan_16,08:36,08:00,1,Berawan,Thursday
2024-04-04,12,Karyawan_12,08:47,08:00,1,Hujan,Thursday
2024-09-17,2,Karyawan_2,08:07,08:00,1,Hujan,Tuesday
2024-01-27,13,Karyawan_13,08:50,08:00,1,Hujan,Saturday
2024-11-20,13,Karyawan_13,08:49,08:00,1,Berawan,Wednesday
2024-06-24,7,Karyawan_7,08:56,08:00,1,Berawan,Monday
2024-05-13,5,Karyawan_5,08:45,08:00,1,Cerah,Monday
2024-03-13,7,Karyawan_7,08:44,08:00,1,Hujan,Wednesday
2024-06-29,12,Karyawan_12,08:07,08:00,1,Hujan,Saturday
2024-03-02,16,Karyawan_16,07:57,08:00,0,Hujan,Saturday
2024-10-14,13,Karyawan_13,08:57,08:00,1,Hujan,Monday
2024-11-08,4,Karyawan_4,07:53,08:00,0,Cerah,Friday
2024-04-15,1,Karyawan_1,08:46,08:00,1,Cerah,Monday
2024-12-11,7,Karyawan_7,08:24,08:00,1,Hujan,Wednesday
2024-07-26,15,Karyawan_15,08:13,08:00,1,Hujan,Friday
2024-11-08,1,Karyawan_1,08:16,08:00,1,Berawan,Friday
2024-08-23,8,Karyawan_8,08:23,08:00,1,Cerah,Friday
2024-11-13,20,Karyawan_20,08:28,08:00,1,Berawan,Wednesday
2024-12-19,5,Karyawan_5,08:11,08:00,1,Hujan,Thursday
2024-08-25,19,Karyawan_19,08:35,08:00,1,Cerah,Sunday
2024-12-12,2,Karyawan_2,08:59,08:00,1,Berawan,Thursday
2024-07-07,14,Karyawan_14,08:32,08:00,1,Berawan,Sunday
2024-02-10,5,Karyawan_5,08:32,08:00,1,Hujan,Saturday
2024-02-20,20,Karyawan_20,08:54,08:00,1,Hujan,Tuesday
2024-01-27,5,Karyawan_5,08:31,08:00,1,Hujan,Saturday
2024-05-20,15,Karyawan_15,07:53,08:00,0,Berawan,Monday
2024-04-29,10,Karyawan_10,08:33,08:00,1,Berawan,Monday
2024-06-13,5,Karyawan_5,08:36,08:00,1,Hujan,Thursday
2024-10-20,2,Karyawan_2,07:51,08:00,0,Cerah,Sunday
2024-12-14,18,Karyawan_18,08:42,08:00,1,Berawan,Saturday
2024-05-22,5,Karyawan_5,08:57,08:00,1,Hujan,Wednesday
2024-03-23,6,Karyawan_6,08:37,08:00,1,Hujan,Saturday
2024-11-23,1,Karyawan_1,07:58,08:00,0,Berawan,Saturday
2024-06-07,13,Karyawan_13,09:00,08:00,1,Cerah,Friday
2024-10-30,7,Karyawan_7,08:39,08:00,1,Hujan,Wednesday
2024-04-20,18,Karyawan_18,08:07,08:00,1,Cerah,Saturday
2024-12-21,15,Karyawan_15,08:53,08:00,1,Berawan,Saturday
2024-12-20,13,Karyawan_13,08:51,08:00,1,Hujan,Friday
2024-12-19,6,Karyawan_6,08:18,08:00,1,Berawan,Thursday
2024-09-18,9,Karyawan_9,08:10,08:00,1,Hujan,Wednesday
2024-01-10,11,Karyawan_11,08:33,08:00,1,Cerah,Wednesday
2024-05-17,8,Karyawan_8,08:09,08:00,1,Cerah,Friday
2024-01-16,15,Karyawan_15,08:40,08:00,1,Cerah,Tuesday
2024-04-01,5,Karyawan_5,08:27,08:00,1,Hujan,Monday
2024-09-19,5,Karyawan_5,08:05,08:00,0,Cerah,Thursday
2024-06-01,9,Karyawan_9,08:47,08:00,1,Cerah,Saturday
2024-02-03,8,Karyawan_8,08:04,08:00,0,Hujan,Saturday
2024-10-23,13,Karyawan_13,08:51,08:00,1,Cerah,Wednesday
2024-12-29,2,Karyawan_2,07:53,08:00,0,Berawan,Sunday
2024-10-23,20,Karyawan_20,08:55,08:00,1,Berawan,Wednesday
2024-04-23,16,Karyawan_16,08:50,08:00,1,Hujan,Tuesday
2024-10-19,17,Karyawan_17,08:09,08:00,1,Cerah,Saturday
2024-03-01,9,Karyawan_9,08:30,08:00,1,Hujan,Friday
2024-11-09,18,Karyawan_18,08:51,08:00,1,Hujan,Saturday
2024-04-20,12,Karyawan_12,08:13,08:00,1,Berawan,Saturday
2024-11-21,3,Karyawan_3,08:24,08:00,1,Hujan,Thursday
2024-12-31,3,Karyawan_3,08:37,08:00,1,Hujan,Tuesday
2024-06-23,8,Karyawan_8,08:07,08:00,1,Hujan,Sunday
2024-09-28,14,Karyawan_14,08:40,08:00,1,Berawan,Saturday
2024-12-22,14,Karyawan_14,08:49,08:00,1,Hujan,Sunday
2024-12-04,18,Karyawan_18,08:15,08:00,1,Hujan,Wednesday
2024-08-07,2,Karyawan_2,07:53,08:00,0,Cerah,Wednesday
2024-07-10,12,Karyawan_12,08:03,08:00,0,Hujan,Wednesday
2024-03-26,16,Karyawan_16,07:59,08:00,0,Berawan,Tuesday
2024-12-22,7,Karyawan_7,08:30,08:00,1,Hujan,Sunday
2024-05-04,4,Karyawan_4,08:32,08:00,1,Cerah,Saturday
2024-09-28,7,Karyawan_7,08:22,08:00,1,Berawan,Saturday
2024-09-03,13,Karyawan_13,08:52,08:00,1,Hujan,Tuesday
2024-02-15,16,Karyawan_16,09:00,08:00,1,Cerah,Thursday
2024-08-10,2,Karyawan_2,07:52,08:00,0,Hujan,Saturday
2024-04-09,1,Karyawan_1,08:08,08:00,1,Cerah,Tuesday
2024-05-29,10,Karyawan_10,08:03,08:00,0,Hujan,Wednesday
2024-01-15,1,Karyawan_1,08:26,08:00,1,Berawan,Monday
2024-05-01,20,Karyawan_20,08:11,08:00,1,Berawan,Wednesday
2024-04-14,5,Karyawan_5,08:38,08:00,1,Cerah,Sunday
2024-06-07,8,Karyawan_8,08:14,08:00,1,Cerah,Friday
2024-12-14,6,Karyawan_6,08:47,08:00,1,Berawan,Saturday
2024-07-02,10,Karyawan_10,08:37,08:00,1,Berawan,Tuesday
2024-05-05,15,Karyawan_15,08:38,08:00,1,Berawan,Sunday
2024-10-28,2,Karyawan_2,09:00,08:00,1,Berawan,Monday
2024-11-13,3,Karyawan_3,08:23,08:00,1,Berawan,Wednesday
2024-03-09,10,Karyawan_10,08:36,08:00,1,Cerah,Saturday
2024-12-31,14,Karyawan_14,08:31,08:00,1,Berawan,Tuesday
2024-01-30,6,Karyawan_6,08:55,08:00,1,Cerah,Tuesday
2024-02-02,8,Karyawan_8,08:19,08:00,1,Berawan,Friday
2024-08-05,2,Karyawan_2,08:45,08:00,1,Cerah,Monday
2024-03-30,3,Karyawan_3,08:33,08:00,1,Cerah,Saturday
2024-08-07,12,Karyawan_12,08:48,08:00,1,Hujan,Wednesday
2024-02-24,4,Karyawan_4,07:51,08:00,0,Hujan,Saturday
2024-11-14,16,Karyawan_16,08:30,08:00,1,Hujan,Thursday
2024-02-17,7,Karyawan_7,07:56,08:00,0,Hujan,Saturday
2024-02-10,9,Karyawan_9,08:59,08:00,1,Cerah,Saturday
2024-09-17,20,Karyawan_20,08:53,08:00,1,Berawan,Tuesday
2024-12-20,6,Karyawan_6,08:36,08:00,1,Hujan,Friday
2024-08-20,10,Karyawan_10,08:26,08:00,1,Berawan,Tuesday
2024-10-23,12,Karyawan_12,08:05,08:00,0,Cerah,Wednesday
2024-11-04,18,Karyawan_18,08:39,08:00,1,Berawan,Monday
2024-02-10,19,Karyawan_19,08:45,08:00,1,Berawan,Saturday
2024-07-29,13,Karyawan_13,08:42,08:00,1,Cerah,Monday
2024-08-29,18,Karyawan_18,08:15,08:00,1,Berawan,Thursday
2024-05-26,15,Karyawan_15,08:58,08:00,1,Hujan,Sunday
2024-10-27,4,Karyawan_4,08:25,08:00,1,Berawan,Sunday
2024-08-11,9,Karyawan_9,08:33,08:00,1,Cerah,Sunday
2024-12-10,13,Karyawan_13,07:57,08:00,0,Hujan,Tuesday
2024-02-21,19,Karyawan_19,08:42,08:00,1,Hujan,Wednesday
2024-02-19,13,Karyawan_13,07:50,08:00,0,Cerah,Monday
2024-06-24,16,Karyawan_16,07:53,08:00,0,Berawan,Monday
2024-05-06,4,Karyawan_4,08:43,08:00,1,Berawan,Monday
2024-07-28,16,Karyawan_16,08:04,08:00,0,Cerah,Sunday
2024-04-09,15,Karyawan_15,08:21,08:00,1,Hujan,Tuesday
2024-07-06,14,Karyawan_14,08:13,08:00,1,Berawan,Saturday
2024-03-13,9,Karyawan_9,08:29,08:00,1,Hujan,Wednesday
2024-08-26,16,Karyawan_16,08:36,08:00,1,Cerah,Monday
2024-01-20,10,Karyawan_10,08:43,08:00,1,Berawan,Saturday
2024-10-09,16,Karyawan_16,07:57,08:00,0,Hujan,Wednesday
2024-07-22,2,Karyawan_2,07:53,08:00,0,Berawan,Monday
2024-03-27,20,Karyawan_20,08:16,08:00,1,Hujan,Wednesday
2024-06-08,18,Karyawan_18,08:28,08:00,1,Hujan,Saturday
2024-10-24,17,Karyawan_17,08:31,08:00,1,Berawan,Thursday
2024-02-29,5,Karyawan_5,08:49,08:00,1,Berawan,Thursday
2024-12-06,7,Karyawan_7,07:57,08:00,0,Berawan,Friday
2024-10-04,7,Karyawan_7,08:28,08:00,1,Berawan,Friday
2024-06-15,19,Karyawan_19,08:02,08:00,0,Berawan,Saturday
2024-10-22,20,Karyawan_20,07:52,08:00,0,Hujan,Tuesday
2024-02-19,12,Karyawan_12,08:06,08:00,1,Cerah,Monday
2024-08-12,19,Karyawan_19,08:56,08:00,1,Berawan,Monday
2024-03-10,16,Karyawan_16,08:39,08:00,1,Berawan,Sunday
2024-03-09,20,Karyawan_20,08:34,08:00,1,Hujan,Saturday
2024-11-29,8,Karyawan_8,08:03,08:00,0,Hujan,Friday
2024-03-16,7,Karyawan_7,08:16,08:00,1,Berawan,Saturday
2024-12-29,4,Karyawan_4,08:34,08:00,1,Berawan,Sunday
2024-02-11,5,Karyawan_5,08:01,08:00,0,Cerah,Sunday
2024-08-28,13,Karyawan_13,08:30,08:00,1,Berawan,Wednesday
2024-01-30,19,Karyawan_19,08:25,08:00,1,Cerah,Tuesday
2024-05-25,9,Karyawan_9,08:13,08:00,1,Berawan,Saturday
2024-12-25,6,Karyawan_6,08:06,08:00,1,Berawan,Wednesday
2024-10-21,3,Karyawan_3,08:08,08:00,1,Hujan,Monday
2024-06-19,6,Karyawan_6,08:24,08:00,1,Berawan,Wednesday
2024-09-01,13,Karyawan_13,08:34,08:00,1,Hujan,Sunday
2024-04-09,10,Karyawan_10,07:56,08:00,0,Berawan,Tuesday
2024-07-16,6,Karyawan_6,08:13,08:00,1,Berawan,Tuesday
2024-06-07,8,Karyawan_8,08:51,08:00,1,Hujan,Friday
2024-07-31,8,Karyawan_8,08:12,08:00,1,Berawan,Wednesday
2024-10-02,13,Karyawan_13,08:02,08:00,0,Hujan,Wednesday
2024-02-26,15,Karyawan_15,08:54,08:00,1,Hujan,Monday
2024-10-13,10,Karyawan_10,07:50,08:00,0,Berawan,Sunday
2024-03-23,15,Karyawan_15,08:53,08:00,1,Hujan,Saturday
2024-08-31,7,Karyawan_7,08:26,08:00,1,Cerah,Saturday
2024-12-17,8,Karyawan_8,08:46,08:00,1,Berawan,Tuesday
2024-05-08,13,Karyawan_13,08:51,08:00,1,Berawan,Wednesday
2024-10-03,6,Karyawan_6,08:06,08:00,1,Hujan,Thursday
2024-11-09,4,Karyawan_4,07:52,08:00,0,Cerah,Saturday
2024-05-14,1,Karyawan_1,08:15,08:00,1,Cerah,Tuesday
2024-08-10,1,Karyawan_1,08:48,08:00,1,Berawan,Saturday
2024-08-29,12,Karyawan_12,08:33,08:00,1,Hujan,Thursday
2024-04-02,14,Karyawan_14,08:12,08:00,1,Berawan,Tuesday
2024-09-12,8,Karyawan_8,08:39,08:00,1,Berawan,Thursday
2024-09-03,6,Karyawan_6,09:00,08:00,1,Cerah,Tuesday
2024-02-16,4,Karyawan_4,08:24,08:00,1,Berawan,Friday
2024-07-06,8,Karyawan_8,08:15,08:00,1,Cerah,Saturday
2024-11-13,7,Karyawan_7,08:53,08:00,1,Cerah,Wednesday
2024-04-02,19,Karyawan_19,08:49,08:00,1,Berawan,Tuesday
2024-02-29,1,Karyawan_1,08:17,08:00,1,Cerah,Thursday
2024-12-21,18,Karyawan_18,08:28,08:00,1,Hujan,Saturday
2024-12-27,15,Karyawan_15,07:54,08:00,0,Berawan,Friday
2024-05-18,13,Karyawan_13,08:28,08:00,1,Cerah,Saturday
2024-05-21,3,Karyawan_3,08:02,08:00,0,Berawan,Tuesday
2024-10-18,9,Karyawan_9,08:00,08:00,0,Berawan,Friday
2024-07-09,15,Karyawan_15,07:58,08:00,0,Cerah,Tuesday
2024-03-26,4,Karyawan_4,07:57,08:00,0,Berawan,Tuesday
2024-03-05,15,Karyawan_15,08:47,08:00,1,Berawan,Tuesday
2024-05-20,17,Karyawan_17,08:37,08:00,1,Berawan,Monday
2024-09-09,20,Karyawan_20,08:10,08:00,1,Berawan,Monday
2024-06-01,14,Karyawan_14,08:03,08:00,0,Hujan,Saturday
2024-08-22,20,Karyawan_20,08:43,08:00,1,Hujan,Thursday
2024-08-12,10,Karyawan_10,08:59,08:00,1,Hujan,Monday
2024-01-25,20,Karyawan_20,09:00,08:00,1,Berawan,Thursday
2024-04-11,19,Karyawan_19,08:41,08:00,1,Berawan,Thursday
2024-06-23,20,Karyawan_20,08:52,08:00,1,Cerah,Sunday
